SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
532039,ZENOTECH    ,X ,Q,37.60,37.60,36.00,37.00,37.00,37.60,26,2556,94156.00,
532053,WALLFORT FIN,X ,Q,33.70,37.00,33.40,36.80,36.95,33.70,14,2076,75495.00,
532056,ADINATH EXIM,XT,Q,11.85,12.45,11.85,12.30,12.45,12.45,3,151,1859.00,
532067,KILPEST (I) ,X ,Q,98.85,102.00,97.00,99.80,99.90,95.00,81,5166,513555.00,
532070,SUPERB PAPER,X ,Q,15.85,15.85,12.25,14.80,14.80,14.95,20,20155,300973.00,
532081,KSERASERA   ,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,22,31289,5944.00,
532090,VANDANA     ,XT,Q,0.19,0.19,0.19,0.19,0.19,0.19,9,108010,20521.00,
532097,MUKAND ENGG.,B ,Q,25.90,25.90,24.35,24.90,24.90,25.90,242,16453,411100.00,
532100,INDO-CITY IN,XT,Q,2.22,2.22,2.22,2.22,2.22,2.12,1,988,2193.00,
532102,SBEC SUGAR  ,XT,Q,8.40,8.40,8.40,8.40,8.40,8.00,1,1,8.00,
532121,DENA BANK   ,A ,Q,17.20,17.25,16.75,16.90,16.90,17.00,495,306608,5216406.00,
532123,BSE  INFRA  ,B ,Q,2.10,2.40,1.91,2.05,2.05,2.09,21,5508,11201.00,
532129,HEXAWARE TEC,A ,Q,328.00,331.70,320.50,322.40,322.40,330.15,1083,51357,16783607.00,
532134,BANKBARODA  ,A ,Q,115.40,116.90,113.85,114.85,114.85,115.40,3264,1003192,115928092.00,
532140,MOHITE      ,X ,Q,13.49,13.49,13.49,13.49,13.49,13.49,4,500,6745.00,
532141,ANDHRA CEMEN,T ,Q,5.85,6.28,5.80,5.81,5.80,6.04,27,6855,40384.00,
532143,SKM EGG PROD,B ,Q,69.35,69.70,67.10,67.85,67.85,70.10,33,1742,118234.00,
532144,WELCORP     ,A ,Q,147.45,152.60,146.50,151.45,151.45,148.55,499,29541,4431096.00,
532145,H.S.(I) LTD.,X ,Q,8.98,9.04,8.25,9.04,9.04,8.65,49,9479,83482.00,
532149,BNK OF INDIA,A ,Q,97.35,100.20,95.70,97.50,97.50,97.35,6812,1968672,193844353.00,
532150,INDRAPRAST  ,B ,Q,39.45,39.50,39.25,39.40,39.50,39.30,17,1178,46390.00,
532155,GAIL (I) LTD,A ,Q,353.25,357.75,352.00,353.25,354.65,358.45,697,54675,19337450.00,
532156,VAIBHAVGBL  ,B ,Q,730.00,737.00,724.00,732.55,737.00,735.15,148,1362,992853.00,
532159,TRESCON     ,XT,Q,59.15,59.15,59.15,59.15,59.15,58.00,5,415,24547.00,
532162,JK PAPER    ,B ,Q,158.25,160.70,156.95,158.40,158.40,159.55,995,76556,12122681.00,
532163,SAREGAMA (I),B ,Q,600.00,608.00,593.00,603.45,604.05,599.45,85,1461,880626.00,
532166,ALKA SECUR. ,XT,Q,0.24,0.25,0.24,0.25,0.25,0.24,3,1004,250.00,
532173,CYBERTECH   ,B ,Q,42.40,42.50,41.30,41.35,41.30,42.25,117,7942,333458.00,
532174,ICICI BANK  ,A ,Q,363.80,365.60,361.30,362.25,362.25,366.60,6516,615997,223816856.00,
532175,CYIENT      ,A ,Q,628.65,638.55,613.35,621.65,621.65,630.50,651,11396,7133650.00,
532178,ENGINRS.(I) ,A ,Q,122.45,125.55,121.80,124.45,124.45,122.70,1908,244083,30255965.00,
532179,CORPN.BANK  ,A ,Q,29.40,30.20,29.30,29.50,29.50,29.20,813,197340,5882329.00,
532180,DHANALAK.BNK,T ,Q,16.65,16.65,16.00,16.10,16.10,16.35,59,18363,298926.00,
532181,GUJ.MINERAL ,A ,Q,89.25,92.40,89.25,90.70,90.10,90.45,203,13210,1204597.00,
532183,GAYATRI SUGR,X ,Q,2.78,2.89,2.78,2.78,2.78,2.78,20,3452,9686.00,
532187,INDUSIND BNK,A ,Q,1609.00,1620.00,1593.80,1615.10,1615.10,1611.95,1892,47409,76287305.00,
532189,INDIA TOURIS,B ,Q,312.00,319.35,308.60,309.55,309.55,313.65,155,4873,1530202.00,
532209,J & K BANK  ,A ,Q,37.10,37.45,36.90,37.10,37.10,37.05,349,55030,2049117.00,
532210,CITY UNION  ,A ,Q,182.75,187.25,182.10,185.85,184.55,183.90,2258,3789124,701661005.00,
532212,ARCHIES LTD ,B ,Q,36.00,37.85,35.40,36.00,36.00,37.10,197,35057,1278584.00,
532215,AXIS BANK   ,A ,Q,638.00,646.45,629.40,633.00,633.00,639.45,9447,1361603,862644209.00,
532216,HB STOCKHOL.,B ,Q,10.50,10.50,9.78,9.79,10.15,10.29,15,516,5120.00,
532218,SOUTH IND.BK,A ,Q,15.70,16.00,15.50,15.70,15.70,15.60,1811,11414691,177562726.00,
532219,ENERGY DEV. ,T ,Q,11.00,11.59,11.00,11.51,11.51,11.23,56,19283,220168.00,
532221,SONATA SOFT.,A ,Q,307.50,312.65,305.00,305.95,305.00,308.70,250,4340,1332796.00,
532234,NAT.ALUM    ,A ,Q,63.85,63.85,60.10,61.85,61.85,64.10,7314,1674860,103450654.00,
532240,INDIA NIPPON,B ,Q,445.10,445.90,436.00,439.60,439.60,445.25,33,211,93244.00,
532256,NALWA SONS  ,B ,Q,1092.00,1092.00,1092.00,1092.00,1092.00,1134.35,1,7,7644.00,
532259,APAR INDUS. ,B ,Q,654.95,658.95,640.00,646.65,651.00,641.70,55,611,397652.00,
532268,ACCELYA     ,B ,Q,962.50,972.20,951.00,957.65,957.65,960.20,17,110,105180.00,
532271,CYBERMATE   ,X ,Q,2.64,2.64,2.42,2.43,2.43,2.54,48,30413,74222.00,
532275,LANDMARC LEI,XT,Q,0.42,0.42,0.42,0.42,0.42,0.42,1,1000,420.00,
532276,SYNDICATE BN,A ,Q,37.50,38.55,36.75,37.25,37.25,37.60,2021,682083,25675496.00,
532281,HCL TECHNO  ,A ,Q,954.80,965.50,947.00,961.05,963.00,958.15,1386,46308,44420667.00,
532282,CASTEXTECH  ,T ,Q,1.30,1.30,1.26,1.26,1.29,1.31,23,6150,7912.00,
532284,TCFC FINANCE,X ,Q,31.20,31.20,29.10,31.20,31.20,29.75,13,1033,31794.00,
532285,GEOJITFSL   ,B ,Q,46.25,46.50,45.65,46.15,46.30,46.70,76,7684,354430.00,
532286,JINDAL STE  ,A ,Q,165.05,168.60,164.65,167.40,167.40,167.70,2445,514762,85727846.00,
532290,BLB LTD.    ,B ,Q,5.10,6.05,5.10,6.05,6.05,5.50,67,64562,358843.00,
532296,GLENMARK PHA,A ,Q,677.00,690.00,677.00,686.20,686.20,685.50,515,18723,12829419.00,
532300,WOCKHARDT   ,A ,Q,522.00,528.50,513.50,517.35,517.35,519.90,1714,100071,51979210.00,
532301,TATA COFFEE ,B ,Q,95.35,95.50,93.55,93.70,93.70,95.45,347,27183,2562286.00,
532305,IND-SWIFT LA,B ,Q,50.00,50.80,49.50,50.00,50.00,50.00,17,1277,64056.00,
532309,GEPIL       ,B ,Q,818.05,826.50,810.05,811.65,810.60,823.95,48,1204,982604.00,
532310,SHREE RAMA  ,B ,Q,6.62,7.33,6.62,6.92,7.33,6.71,19,5803,40123.00,
532313,MAHINDRALIFE,A ,Q,391.00,396.00,391.00,393.30,392.95,393.05,54,853,336378.00,
532318,GEMINI COMMU,Z ,Q,0.30,0.30,0.30,0.30,0.30,0.30,2,30,9.00,
532321,CADILA HEALT,A ,Q,342.85,346.00,342.00,344.75,344.75,343.65,1096,47918,16480482.00,
532323,SHIVA CEMENT,X ,Q,17.40,17.40,17.00,17.25,17.25,17.25,332,505865,8701593.00,
532324,CINEVISTA   ,B ,Q,6.60,7.04,6.60,7.04,7.04,6.40,60,22361,156066.00,
532326,INTENS TECH ,B ,Q,44.30,44.75,42.20,42.35,44.75,43.15,27,2713,118148.00,
532329,DANLAW TECH.,X ,Q,117.90,117.90,114.40,117.00,117.00,114.75,22,2080,243227.00,
532330,BIOPAC INDIA,X ,Q,8.79,8.79,8.30,8.69,8.69,8.48,19,22839,194787.00,
532331,AJANTA PHARM,A ,Q,1106.45,1159.00,1106.45,1154.65,1154.65,1117.25,1143,27007,30829660.00,
532333,HB PORTFOLIO,X ,Q,24.50,28.85,24.05,25.75,26.95,27.00,48,2516,65903.00,
532334,HB ESTATE DE,X ,Q,14.36,15.77,14.35,15.10,15.10,15.02,31,2323,35835.00,
532339,COMPUCOM SOF,B ,Q,11.38,11.38,11.07,11.11,11.11,11.22,23,53025,589442.00,
532341,IZMO        ,B ,Q,68.00,69.45,67.25,68.50,69.00,67.85,152,6813,468532.00,
532342,COMMEX TECH ,XT,Q,0.49,0.49,0.49,0.49,0.49,0.49,3,860,421.00,
532343,TVS MOTOR L ,A ,Q,582.00,584.70,569.40,579.95,578.35,577.20,1067,58588,33911576.00,
532345,GATI LTD.   ,B ,Q,83.40,89.70,82.95,88.60,88.60,83.95,1695,214311,18654600.00,
532348,SUBEX LTX   ,T ,Q,6.00,6.05,5.85,5.92,5.91,6.09,66,44705,265943.00,
532349,TRANSPORT CO,B ,Q,280.25,284.90,276.90,281.80,278.25,278.45,62,1123,316207.00,
532350,PADMALAYA TE,XT,Q,2.60,2.60,2.46,2.58,2.46,2.58,11,749,1926.00,
532351,AKSH OPTIFIB,B ,Q,25.50,25.60,24.90,25.05,25.00,25.60,331,84663,2123669.00,
532354,VIRGOGLOB   ,XT,Q,1.50,1.50,1.48,1.50,1.50,1.48,15,32939,49304.00,
532356,TRIVENI ENGG,B ,Q,49.00,49.30,48.55,48.70,48.70,48.85,156,42476,2073655.00,
532357,MUKTA ARTS  ,B ,Q,39.20,40.55,39.20,39.80,39.80,40.20,30,1583,63487.00,
532362,NAGPUR POWER,X ,Q,32.55,35.80,32.05,32.50,32.95,35.85,27,2200,73116.00,
532365,DYNACONS SYS,B ,Q,35.95,37.95,34.50,35.70,35.70,34.70,10,594,21181.00,
532366,PNB GILTS   ,B ,Q,33.00,34.10,32.80,33.40,33.40,32.85,310,39569,1322181.00,
532368,BCG         ,B ,Q,2.86,2.89,2.60,2.68,2.70,2.79,109,161970,438134.00,
532369,RAMCO INDS. ,B ,Q,223.15,224.00,217.00,217.75,217.75,221.25,97,3458,761412.00,
532370,RAMCO  SYSTM,B ,Q,285.75,289.15,280.00,281.30,282.05,289.30,141,3625,1030481.00,
532371,TATA TELESER,B ,Q,4.19,4.59,4.19,4.32,4.32,4.14,695,690673,3066587.00,
532372,VIRINCHI    ,X ,Q,83.80,86.00,82.25,85.10,86.00,83.80,122,19753,1660961.00,
532373,WEPSOLN     ,X ,Q,26.80,26.80,26.80,26.80,26.80,26.00,1,100,2680.00,
532374,STER TECH   ,A ,Q,301.00,304.90,296.50,297.55,297.55,300.50,2228,156469,46749234.00,
532375,TIPSINDUSTR ,B ,Q,60.95,60.95,60.50,60.50,60.50,60.95,2,100,6072.00,
532376,MRO-TEK     ,B ,Q,44.00,44.00,44.00,44.00,44.00,43.25,2,200,8800.00,
532379,FIRSTOBJ    ,X ,Q,9.76,12.99,9.76,11.95,11.99,11.95,21,1539,16652.00,
532380,BABA ARTS   ,X ,Q,3.86,4.10,3.86,4.10,4.10,4.00,2,600,2340.00,
532382,BALAJI TELE.,B ,Q,92.05,94.50,91.40,92.35,93.00,92.50,271,143506,13286184.00,
532384,TYCHE INDS  ,X ,Q,83.10,83.85,81.85,83.00,83.50,83.90,21,1818,149100.00,
532386,CALIFORN.SOF,B ,Q,26.00,26.10,25.00,25.50,25.50,25.10,24,2262,57781.00,
532387,PRITISHN COM,B ,Q,13.80,13.85,13.80,13.83,13.85,12.85,2,2,27.00,
532388,INDIAN OVER.,A ,Q,15.00,15.25,14.90,14.97,15.00,14.99,201,123900,1869253.00,
532390,TAJ GVK HOTL,B ,Q,188.30,192.90,181.25,186.55,186.55,191.65,82,2141,402960.00,
532391,OPTO CIRCUIT,B ,Q,9.25,9.90,9.20,9.44,9.44,9.12,143,49367,461912.00,
532392,CREATIVE EYE,B ,Q,2.55,2.55,2.55,2.55,2.55,2.59,1,1,2.00,
532395,AXISCADES   ,B ,Q,86.80,89.45,85.35,86.20,86.20,88.10,403,29460,2562643.00,
532400,KPIT        ,A ,Q,228.80,232.85,225.45,229.00,228.00,228.20,1723,134106,30764381.00,
532401,VIJAYA BANK ,A ,Q,48.40,49.00,47.50,48.55,48.55,48.25,1324,212680,10291785.00,
532402,USGTECH     ,X ,Q,3.90,4.25,3.90,4.25,4.25,4.05,3,12,49.00,
532404,SAVEN TECHNO,X ,Q,19.95,19.95,19.00,19.30,19.50,19.00,38,10151,196187.00,
532406,AVANTEL LTD ,X ,Q,244.90,247.00,237.00,245.50,247.00,238.15,55,1157,282996.00,
532407,MOSCHIP SEMI,X ,Q,25.00,25.90,24.50,24.70,24.70,25.70,104,20848,522110.00,
532408,MEGASOFT LTD,T ,Q,8.50,8.80,8.32,8.47,8.38,8.75,38,9579,80567.00,
532410,TRANSCORP IN,X ,Q,21.45,23.40,21.45,23.00,23.40,22.50,44,10201,232099.00,
532411,VISESH INFO.,T ,Q,0.19,0.19,0.19,0.19,0.19,0.19,11,114479,21751.00,
532413,CEREBRA INTE,B ,Q,27.20,27.60,25.50,26.60,26.60,26.25,375,38846,1040369.00,
532414,IKF TECHNO  ,X ,Q,0.36,0.36,0.36,0.36,0.36,0.37,23,14802,5328.00,
532416,MID-DAY MULT,T ,Q,22.00,23.10,22.00,23.10,23.10,22.00,206,253990,5848207.00,
532418,ANDHRA BANK ,A ,Q,29.35,29.80,29.25,29.45,29.45,29.35,324,68839,2030542.00,
532419,SMARTLINK   ,B ,Q,89.15,90.00,85.65,86.20,86.20,88.00,87,3219,284428.00,
532424,GODREJ CONS ,A ,Q,836.90,836.90,811.25,827.20,828.00,837.60,765,17402,14357075.00,
532425,GULSHAN CHEM,XT,Q,3.28,3.28,3.28,3.28,3.28,3.45,1,199,652.00,
532430,BF UTILI    ,B ,Q,213.45,219.00,211.60,213.90,213.90,215.00,900,47054,10108802.00,
532432,UNITD SPR   ,B ,Q,642.40,649.05,634.00,637.85,638.90,642.40,2046,49955,32086461.00,
532439,OLECTRA     ,B ,Q,215.00,215.00,205.00,206.55,207.00,207.25,157,9372,1943394.00,
532440,MPS LTD     ,B ,Q,489.00,493.00,485.00,485.05,485.00,487.40,15,58,28214.00,
532443,CERA SANITAR,A ,Q,2400.00,2470.00,2380.85,2456.25,2444.00,2379.95,52,197,478527.00,
532454,BHARTI ARTL ,A ,Q,316.00,321.20,314.25,316.15,316.15,322.25,2271,262983,83396313.00,
532455,SHALIMAR WIR,X ,Q,18.00,18.45,17.55,17.60,18.45,18.50,12,465,8294.00,
532456,COMPUAGE INF,B ,Q,22.65,23.20,22.65,23.00,23.00,23.60,15,1030,23796.00,
532457,GULSHAN POLY,B ,Q,66.55,68.15,66.00,66.65,66.00,67.75,135,6244,419198.00,
532459,AUNDEFAZE   ,XT,Q,29.95,30.45,29.95,30.30,30.00,29.00,10,550,16516.00,
532460,PONNI SUG(ER,B ,Q,135.00,143.00,135.00,141.60,140.00,132.50,26,1007201,136569887.00,
532461,PUNJAB NATIO,A ,Q,76.50,78.10,75.65,76.05,76.05,76.90,5161,1932215,148654626.00,
532466,ORACLE FIN  ,A ,Q,3651.20,3737.95,3627.80,3672.75,3670.00,3668.80,426,2177,8024573.00,
532467,HAZ MUL PRO ,X ,Q,0.50,0.53,0.50,0.53,0.53,0.51,6,61700,30901.00,
532468,KAMAHOLDING ,B ,Q,5251.00,5251.00,5163.30,5212.95,5212.95,5225.35,25,159,826328.00,
532475,APTECH LTD  ,B ,Q,196.40,198.45,192.75,193.35,193.35,199.55,1325,73519,14370139.00,
532477,UNION BANK L,A ,Q,82.15,84.50,81.60,82.45,82.45,82.95,2485,855253,71258671.00,
532478,UNITED BREWA,A ,Q,1379.50,1386.50,1351.05,1368.90,1368.90,1366.50,1406,33304,45639037.00,
532479,ISMT LTD    ,T ,Q,8.75,8.86,8.39,8.52,8.50,8.83,29,26400,224661.00,
532480,ALLAHABAD BK,A ,Q,49.25,49.80,45.55,46.45,46.45,48.30,1951,804071,38254352.00,
532481,NOIDA-TOLL B,B ,Q,8.19,8.19,7.97,7.97,7.97,7.91,4,1100,8819.00,
532482,GRANULES (I),A ,Q,91.20,92.10,90.00,90.60,90.60,90.70,349,43265,3936697.00,
532483,CANARA BANK ,A ,Q,271.95,277.50,266.15,268.10,268.10,274.55,3905,603932,164177004.00,
532485,BALMER LA.IN,B ,Q,404.95,412.95,401.60,411.30,411.30,405.10,122,1896,773718.00,
532486,POKARNA LTD ,B ,Q,161.50,161.50,161.50,161.50,161.50,161.30,1,35,5652.00,
532488,DIVI'S LAB. ,A ,Q,1499.00,1523.70,1499.00,1510.85,1510.85,1514.10,1055,34475,52201982.00,
532493,ASTRA MICRO ,B ,Q,80.95,86.00,79.00,79.45,79.45,82.15,1555,219141,18015755.00,
532497,RADICOKHAIT ,A ,Q,420.05,422.95,412.45,416.20,416.20,422.70,694,47745,19947775.00,
532498,SHRMCITYUN  ,A ,Q,1585.00,1605.00,1573.95,1578.65,1573.95,1579.00,20,52,82336.00,
532500,MARUTISUZUK ,A ,Q,7830.55,7917.75,7772.95,7808.95,7808.95,7916.15,6024,51550,404373599.00,
532503,RAJAPAMILLS ,X ,Q,725.00,742.70,720.00,740.05,742.70,740.25,84,854,623029.00,
532504,NAVIN FLUORI,A ,Q,738.00,759.50,728.15,746.60,746.60,725.40,1202,19032,14166076.00,
532505,UCOBANK     ,A ,Q,20.80,20.90,20.35,20.55,20.55,20.40,413,131699,2712298.00,
532507,BAG FIL MED ,B ,Q,4.81,4.93,4.81,4.89,4.89,4.91,16,4823,23510.00,
532508,JSL         ,B ,Q,32.70,33.45,32.70,33.00,33.00,32.95,779,43335,1434967.00,
532509,SUPRAJIT ENG,B ,Q,229.00,229.00,222.00,222.60,222.00,228.10,48,1433,320578.00,
532511,EXCEL CROP. ,B ,Q,3638.10,3791.65,3638.10,3774.15,3785.80,3657.95,90,453,1698864.00,
532513,TVSELE      ,B ,Q,207.00,211.30,205.55,206.65,206.65,209.20,164,5246,1093142.00,
532514,INDRA GAS   ,A ,Q,265.00,265.10,261.70,263.35,263.80,263.95,514,37659,9914572.00,
532515,TV TODAY    ,B ,Q,370.50,376.90,366.60,372.30,370.00,373.50,121,1893,700753.00,
532518,FLORENCE    ,X ,Q,1400.00,1400.00,1400.00,1400.00,1400.00,1400.00,1,8,11200.00,
532521,PALRED      ,B ,Q,29.70,30.55,29.00,30.50,30.50,31.60,21,1259,38108.00,
532522,PETRONET LNG,A ,Q,225.00,225.10,220.70,221.55,222.50,225.25,1263,96989,21603798.00,
532523,BIOCON LTD. ,A ,Q,635.00,649.75,634.20,637.65,637.65,634.60,3484,201073,128981483.00,
532524,PTC INDIA   ,A ,Q,87.00,89.65,87.00,88.95,88.95,87.85,609,102988,9149349.00,
532525,BANK MAHA   ,B ,Q,15.00,15.45,14.78,15.02,15.02,14.76,1084,750966,11308348.00,
532527,RK FORGINGS ,B ,Q,528.85,532.15,519.00,520.80,519.00,530.20,152,7969,4200498.00,
532528,DATAM GLOB  ,B ,Q,112.45,114.75,109.00,110.55,110.55,112.95,395,29305,3261262.00,
532529,NDTV        ,B ,Q,35.95,35.95,35.45,35.70,35.45,35.95,5,1155,41227.00,
532531,STAR        ,A ,Q,465.70,474.60,465.00,469.90,469.90,468.00,1031,57648,27126496.00,
532532,JAIPRA      ,A ,Q,7.24,7.60,7.15,7.43,7.43,7.30,2182,4721224,34602471.00,
532538,ULTRATECH CM,A ,Q,4050.00,4130.25,4015.00,4047.30,4047.30,4089.85,1431,16288,66355690.00,
532539,MINDA IND   ,A ,Q,330.40,332.50,327.45,328.55,328.55,331.85,287,7037,2322793.00,
532540,TCS LTD.    ,A ,Q,1965.00,1975.45,1947.00,1956.35,1956.35,1967.20,3386,143401,280323953.00,
532541,NIITTECH    ,A ,Q,1124.75,1150.60,1120.20,1128.75,1128.75,1132.25,1237,27975,31780324.00,
532543,GULFPETRO   ,B ,Q,67.85,69.95,67.25,67.55,67.70,68.40,25,2429,164410.00,
532548,CENTURYPLY  ,A ,Q,182.75,186.05,181.65,183.00,183.60,183.75,252,10276,1888912.00,
532553,WELENT      ,B ,Q,116.40,117.85,116.30,117.30,117.30,116.50,669,11783,1378226.00,
532555,NTPC LTD    ,A ,Q,149.40,149.55,146.80,149.10,149.10,149.80,1362,132395,19605763.00,
532604,SALSTEEL    ,B ,Q,6.50,6.84,6.46,6.62,6.62,6.51,39,23754,156112.00,
532605,JBM AUTO    ,B ,Q,300.50,307.90,300.00,300.85,300.85,297.90,99,1690,511914.00,
532609,BHARATIDIL  ,Z ,Q,3.95,3.97,3.61,3.61,3.61,3.79,13,4085,16100.00,
532610,DWAR SUGAR  ,T ,Q,22.75,23.25,22.50,22.55,22.65,23.15,72,18521,420010.00,
532612,INDOCO REM  ,B ,Q,226.05,227.95,224.00,225.95,227.95,225.70,63,861,194062.00,
532613,VIPCLOTHNG  ,B ,Q,29.65,30.90,29.20,29.55,29.55,30.05,773,37519,1128694.00,
532616,XCHANGING   ,B ,Q,45.50,45.95,45.50,45.55,45.50,46.20,17,917,41741.00,
532617,JETAIRWAYS  ,A ,Q,245.00,254.00,243.00,252.35,252.35,245.80,8605,1111819,277843210.00,
532621,MORARJETEX  ,B ,Q,26.00,26.00,25.25,25.60,25.60,25.50,174,7003,181162.00,
532622,GATEWAY DIST,A ,Q,137.20,137.50,135.10,136.30,135.10,136.95,216,7586,1035606.00,
532624,JINDALPH    ,B ,Q,31.65,33.15,31.65,32.60,33.15,31.75,12,249,8048.00,
532626,PONDY OXIDES,X ,Q,387.00,408.50,387.00,403.85,403.00,403.65,111,4413,1779324.00,
532627,JPPOWER     ,B ,Q,2.08,2.10,2.05,2.06,2.06,2.08,128,359806,746710.00,
532628,3I INFOTECH ,B ,Q,3.75,3.75,3.63,3.65,3.65,3.74,113,83339,306333.00,
532629,MCNALLYB    ,T ,Q,12.02,12.02,11.85,11.90,12.00,12.10,25,32102,382455.00,
532630,GOKALDAS    ,B ,Q,79.10,79.10,78.50,78.65,78.65,78.35,14,1726,136123.00,
532633,ALLSEC TECH ,B ,Q,202.65,205.00,202.65,205.00,205.00,201.00,6,80,16282.00,
532636,IIFL        ,A ,Q,483.60,509.90,480.00,506.50,506.50,493.45,1132,25486,12727106.00,
532637,MAN DRUGORG ,B ,Q,74.45,76.10,74.00,75.40,76.10,75.20,51,1456,109593.00,
532638,SHOPPER STOP,A ,Q,496.90,510.00,495.95,503.60,507.30,498.05,233,4216,2111233.00,
532641,NDL         ,B ,Q,66.00,69.80,65.15,65.95,65.60,66.00,136,6884,466371.00,
532642,JSWHL       ,B ,Q,2415.00,2415.00,2405.00,2408.35,2405.00,2419.65,7,15,36130.00,
532644,JK CEMENT   ,A ,Q,752.00,758.85,737.50,752.45,753.00,748.35,91,745,560115.00,
532646,UNIPLY IND  ,B ,Q,64.00,64.00,60.70,61.05,61.05,62.20,157,17109,1060326.00,
532647,PROVOGUE IND,B ,Q,2.71,2.74,2.68,2.74,2.74,2.75,7,4453,12125.00,
532648,YES BANK    ,A ,Q,179.00,187.55,178.00,186.65,186.65,179.60,29408,5743043,1062700393.00,
532649,NECTAR LIFE ,B ,Q,21.00,21.80,21.00,21.05,21.00,21.40,290,35133,746927.00,
532650,MSP STEEL   ,B ,Q,13.38,13.60,13.38,13.50,13.50,13.97,5,263,3560.00,
532651,SPL INDS    ,B ,Q,56.00,59.00,56.00,58.20,57.60,56.40,111,7897,459164.00,
532652,KARNATAKA BK,A ,Q,110.35,113.25,110.15,111.45,111.45,111.45,1258,209483,23434485.00,
532654,MCLEOD RUSSE,B ,Q,115.30,117.50,115.30,116.50,116.35,116.45,85,3004,350290.00,
532656,FACOR ALLOYS,X ,Q,2.01,2.14,2.01,2.11,2.14,2.11,41,42182,88239.00,
532658,EON ELECT   ,B ,Q,41.15,42.00,41.15,41.35,41.20,41.45,14,371,15334.00,
532659,IDFC        ,A ,Q,42.50,44.90,41.40,43.90,44.25,41.85,2083,753015,32737103.00,
532660,VIVIMED LABS,B ,Q,38.60,39.60,38.20,38.50,38.50,38.75,253,37891,1471490.00,
532661,RANE MADRAS ,B ,Q,521.00,540.30,516.80,523.00,521.10,520.75,198,2064,1094924.00,
532662,HT MEDIA    ,B ,Q,40.30,40.85,40.00,40.15,40.15,40.50,39,4821,193971.00,
532663,SASKEN      ,B ,Q,654.00,662.15,648.15,657.75,657.40,656.45,437,2912,1912860.00,
532666,FCS SOFTWARE,B ,Q,0.23,0.23,0.21,0.22,0.22,0.22,45,162801,36285.00,
532667,SUZLONENERGY,A ,Q,5.48,5.58,5.36,5.53,5.53,5.47,28764,2782434,15198454.00,
532668,AURIONPRO SO,B ,Q,127.00,131.00,127.00,130.70,130.70,129.65,5,29,3780.00,
532670,RENUKA SUGAR,B ,Q,11.20,11.27,11.01,11.07,11.10,11.20,138,66911,746710.00,
532673,KM SUGARMILL,B ,Q,7.45,8.65,7.45,8.05,8.05,8.09,9,2501,20146.00,
532674,BANNARI AMMA,B ,Q,218.00,227.00,215.05,216.75,215.55,210.00,23,925,200264.00,
532676,PBA INFRASTR,T ,Q,7.40,7.40,7.35,7.39,7.35,7.70,4,400,2957.00,
532678,BOMBAY RAYON,T ,Q,10.97,11.00,10.03,10.16,10.03,10.55,119,55632,570460.00,
532679,SORILINFRA  ,B ,Q,374.55,374.55,364.00,374.55,374.55,356.75,468,45286,16924636.00,
532682,ABG SHIPYARD,Z ,Q,2.20,2.24,2.09,2.22,2.22,2.19,36,5342,11589.00,
532683,AIAENGINEER ,A ,Q,1627.45,1640.25,1622.50,1633.45,1622.50,1639.80,49,205,334192.00,
532684,EVEREST KANT,B ,Q,33.90,34.50,33.50,33.85,33.85,34.15,403,70188,2389544.00,
532686,KERNEX MICRO,T ,Q,22.80,22.90,22.50,22.90,22.90,21.85,27,9311,212375.00,
532687,REPRO INDIA ,B ,Q,592.95,592.95,591.95,592.00,592.00,576.50,3,12,7106.00,
532689,PVR LTD     ,A ,Q,1547.45,1591.15,1539.65,1572.95,1572.95,1554.45,1050,25840,40816638.00,
532692,RADHA MADHAV,B ,Q,26.20,26.60,25.70,26.30,26.30,26.20,149,40805,1072198.00,
532693,PUNJ LLOYD  ,B ,Q,4.03,4.03,4.03,4.03,4.03,4.24,364,1365295,5502138.00,
532694,BARTRONICSIN,B ,Q,7.25,7.42,7.25,7.25,7.25,7.40,20,9940,72153.00,
532695,CELEBRITYFAS,B ,Q,9.41,9.41,9.35,9.35,9.35,9.09,2,40,375.00,
532696,EDUCOMP SOLN,Z ,Q,2.70,2.70,2.61,2.62,2.62,2.69,23,48262,129683.00,
532698,NITINSPINNER,B ,Q,85.90,85.90,83.25,84.65,85.00,85.00,29,1920,162555.00,
532699,ROYALORCH   ,B ,Q,130.80,131.10,128.35,130.45,131.00,130.20,114,9654,1254929.00,
532700,ENT NETWORK ,B ,Q,603.00,620.85,592.05,612.15,615.00,595.75,39,252,152694.00,
532701,CELLA       ,X ,Q,7.19,7.44,6.50,6.56,6.94,6.78,22,8538,56348.00,
532702,GUJ PETRONET,A ,Q,176.30,180.00,176.30,178.75,177.35,177.25,178,7808,1390890.00,
532705,JAGRAN PRAK ,A ,Q,121.40,121.40,117.45,119.90,120.30,116.45,240,11368,1350381.00,
532706,INOX LEISURE,A ,Q,227.55,236.00,227.55,233.90,236.00,231.50,196,6791,1586217.00,
532707,DYNEMIC PRO ,B ,Q,135.95,135.95,132.30,133.10,133.10,134.20,61,3419,455363.00,
